id,date,participant,session,trial,wind,init_site,plat_site,init_dist,end_dist,time_trial,time_block,fuel,presses,outcome,interruptions,forced,success,score,scoret2,scoret3
324,2021-02-14 14:14:30.972246+00:00,jold_ll -- Djib,jold_ll.1.0,4,-3.68,0,2,627.85,684.08,3.1,63.3,35,1,offscreen,0,TRUE,-10,49.33,52.43,77.23
323,2021-02-14 14:14:24.888334+00:00,jold_ll -- Djib,jold_ll.1.0,3,3.98,0,2,539.84,281.9,7.2,57.3,393,9,offscreen,0,TRUE,-10,255.14,262.34,319.94
322,2021-02-14 14:13:44.211889+00:00,jold_ll -- Djib,jold_ll.1.0,2,-4.43,2,0,562.91,137.3,0,16.6,0,0,crash,0,TRUE,-10,415.61,415.61,415.61
321,2021-02-14 14:13:44.207111+00:00,jold_ll -- Djib,jold_ll.1.0,1,-3.85,2,0,514.93,137.3,6.3,16.6,153,4,crash,0,TRUE,-10,373.93,380.23,430.63
308,2021-02-13 13:39:26.424366+00:00,jold_ll -- anaiavu,jold_ll.1.0,30,1.83,0,2,594.35,193.55,7.1,432.7,239,5,termination,0,TRUE,-10,397.9,405,461.8
307,2021-02-13 13:39:18.520101+00:00,jold_ll -- anaiavu,jold_ll.1.0,29,-1.78,0,2,589.12,665.34,1.9,424.8,46,2,offscreen,0,TRUE,-10,68.12,70.02,85.22
306,2021-02-13 13:39:15.346671+00:00,jold_ll -- anaiavu,jold_ll.1.0,28,-2.07,2,0,675.04,302.02,9.8,421.6,423,9,offscreen,0,TRUE,-10,372.82,382.62,461.02
305,2021-02-13 13:39:01.511535+00:00,jold_ll -- anaiavu,jold_ll.1.0,27,-2.26,0,2,563.09,68.2,9,407.8,405,7,crash,0,TRUE,-10,493.89,502.89,574.89
304,2021-02-13 13:38:51.871298+00:00,jold_ll -- anaiavu,jold_ll.1.0,26,1.75,0,2,687.55,195.87,8.7,398.1,352,12,offscreen,0,TRUE,-10,490.38,499.08,568.68
303,2021-02-13 13:38:42.231941+00:00,jold_ll -- anaiavu,jold_ll.1.0,25,1.6,0,2,549.06,93.7,11.4,388.5,188,10,crash,0,TRUE,-10,456.76,468.16,559.36
302,2021-02-13 13:38:29.913410+00:00,jold_ll -- anaiavu,jold_ll.1.0,24,-2.2,0,2,569.12,698.22,11.3,376.2,263,13,offscreen,0,TRUE,-10,130.4,141.7,232.1
301,2021-02-13 13:38:17.540132+00:00,jold_ll -- anaiavu,jold_ll.1.0,23,-1.82,2,0,538.19,153.61,11.6,363.8,356,22,offscreen,0,TRUE,-10,386.18,397.78,490.58
300,2021-02-13 13:38:05.233316+00:00,jold_ll -- anaiavu,jold_ll.1.0,22,-1.89,0,2,728.88,805.04,2.5,351.5,77,5,offscreen,0,TRUE,-10,68.66,71.16,91.16
299,2021-02-13 13:38:01.669644+00:00,jold_ll -- anaiavu,jold_ll.1.0,21,2.27,2,0,665.88,445.6,10.2,347.9,265,7,crash,0,TRUE,-10,220.48,230.68,312.28
298,2021-02-13 13:37:50.761658+00:00,jold_ll -- anaiavu,jold_ll.1.0,20,-1.52,0,2,615.37,337.24,23,337,633,32,crash,0,TRUE,-10,291.13,314.13,498.13
297,2021-02-13 13:37:21.029072+00:00,jold_ll -- anaiavu,jold_ll.1.0,19,2.19,0,2,574.18,8.22,8.1,307.3,131,10,crash,0,TRUE,-10,564.06,572.16,636.96
296,2021-02-13 13:37:12.160937+00:00,jold_ll -- anaiavu,jold_ll.1.0,18,2.25,2,0,600.25,602.25,6.4,298.4,148,5,crash,0,TRUE,-10,-1.6,4.8,56
295,2021-02-13 13:37:04.761592+00:00,jold_ll -- anaiavu,jold_ll.1.0,17,-1.87,0,2,677.42,554.92,4.8,291,194,5,crash,0,TRUE,-10,117.3,122.1,160.5
294,2021-02-13 13:36:58.781218+00:00,jold_ll -- anaiavu,jold_ll.1.0,16,-1.82,2,0,601,155.69,28.2,285,957,37,offscreen,0,TRUE,-10,463.51,491.71,717.31
293,2021-02-13 13:36:29.783302+00:00,jold_ll -- anaiavu,jold_ll.1.0,15,2.47,2,0,662.92,553.84,6.2,256,188,12,crash,0,TRUE,-10,105.28,111.48,161.08
292,2021-02-13 13:36:22.822878+00:00,jold_ll -- anaiavu,jold_ll.1.0,14,1.9,0,2,632.82,432.72,7.7,249.1,173,8,offscreen,0,TRUE,-10,197.8,205.5,267.1
291,2021-02-13 13:36:14.259411+00:00,jold_ll -- anaiavu,jold_ll.1.0,13,1.71,0,2,561.03,90.76,9,240.5,118,8,crash,0,TRUE,-10,469.27,478.27,550.27
290,2021-02-13 13:36:03.169133+00:00,jold_ll -- anaiavu,jold_ll.1.0,12,-2,2,0,579.69,152.97,9,229.4,318,10,offscreen,0,TRUE,-10,425.72,434.72,506.72
289,2021-02-13 13:35:53.340660+00:00,jold_ll -- anaiavu,jold_ll.1.0,11,1.75,0,2,536.38,118.31,7.1,219.6,170,11,crash,0,TRUE,-10,415.17,422.27,479.07
288,2021-02-13 13:35:43.594880+00:00,jold_ll -- anaiavu,jold_ll.1.0,10,-2.29,0,2,531.74,613.3,26,209.9,746,24,crash,0,TRUE,-10,97.56,123.56,331.56
287,2021-02-13 13:35:16.704924+00:00,jold_ll -- anaiavu,jold_ll.1.0,9,2,0,2,693.21,166.19,9.5,183,296,9,offscreen,0,TRUE,-10,526.52,536.02,612.02
286,2021-02-13 13:35:11.469444+00:00,jold_ll -- anaiavu,jold_ll.1.0,8,2.16,0,2,703.43,313.66,15.8,172.4,440,12,crash,0,TRUE,-10,395.57,411.37,537.77
285,2021-02-13 13:34:49.221985+00:00,jold_ll -- anaiavu,jold_ll.1.0,7,1.78,2,0,593.91,145.23,5.7,155.5,207,5,crash,0,TRUE,-10,444.38,450.08,495.68
284,2021-02-13 13:34:41.674951+00:00,jold_ll -- anaiavu,jold_ll.1.0,6,2.13,0,2,564.49,11.32,9.1,147.9,280,13,crash,0,TRUE,-10,552.27,561.37,634.17
283,2021-02-13 13:34:30.499759+00:00,jold_ll -- anaiavu,jold_ll.1.0,5,2.35,0,2,640.99,51.45,9,136.8,249,7,crash,0,TRUE,-10,588.54,597.54,669.54
282,2021-02-13 13:34:18.268647+00:00,jold_ll -- anaiavu,jold_ll.1.0,4,2.02,2,0,604.47,454.28,10.8,124.5,159,7,offscreen,0,TRUE,-10,150.99,161.79,248.19
281,2021-02-13 13:34:06.412178+00:00,jold_ll -- anaiavu,jold_ll.1.0,3,1.73,0,2,635.62,196.69,8.6,112.7,234,12,offscreen,0,TRUE,-10,437.53,446.13,514.93
280,2021-02-13 13:32:57.286704+00:00,jold_ll -- anaiavu,jold_ll.1.0,2,-1.69,2,0,674.58,337.21,6.3,43.5,149,8,crash,0,TRUE,-10,333.67,339.97,390.37
279,2021-02-13 13:32:28.554882+00:00,jold_ll -- anaiavu,jold_ll.1.0,1,2.28,0,2,572.7,371.35,5.8,14.8,127,5,offscreen,0,TRUE,-10,197.15,202.95,249.35
